# basename,datetime,site,mode,raw_size,gz_size,7z_size
COVIS-20180818T173002-imaging3,2018-08-18 17:30:02,Ashes,imaging3,1559363300,389579420,251752500
COVIS-20180818T180002-diffuse3deep,2018-08-18 18:00:02,Ashes,diffuse3deep,8440236,3100329,2294926
COVIS-20180818T180226-diffuse3shallow,2018-08-18 18:02:26,Ashes,diffuse3shallow,8440254,4109268,3069661
COVIS-20180818T180351-diffuse1deep,2018-08-18 18:03:51,Ashes,diffuse1deep,8440254,3096377,2280348
COVIS-20180818T180614-diffuse1shallow,2018-08-18 18:06:14,Ashes,diffuse1shallow,8440254,4135616,3100250
COVIS-20180818T180734-diffuse2deep,2018-08-18 18:07:34,Ashes,diffuse2deep,8440243,3124345,2290820
COVIS-20180818T180954-diffuse2shallow,2018-08-18 18:09:54,Ashes,diffuse2shallow,8440251,4219609,3216036
COVIS-20180818T183002-imaging2,2018-08-18 18:30:02,Ashes,imaging2,1559362923,373169171,237956576
COVIS-20180818T190002-imaging1,2018-08-18 19:00:02,Ashes,imaging1,1559363024,407119306,261012868
COVIS-20180818T193001-imaging3,2018-08-18 19:30:01,Ashes,imaging3,1559363338,384303972,247443320
COVIS-20180818T200001-diffuse3deep,2018-08-18 20:00:01,Ashes,diffuse3deep,8440240,3142889,2309958
COVIS-20180818T200222-diffuse3shallow,2018-08-18 20:02:22,Ashes,diffuse3shallow,8440248,4164931,3133265
COVIS-20180818T200346-diffuse1deep,2018-08-18 20:03:46,Ashes,diffuse1deep,8440250,3181791,2334887
COVIS-20180818T200609-diffuse1shallow,2018-08-18 20:06:09,Ashes,diffuse1shallow,8440253,4176228,3140540
COVIS-20180818T200730-diffuse2deep,2018-08-18 20:07:30,Ashes,diffuse2deep,8440247,3173359,2331625
COVIS-20180818T200950-diffuse2shallow,2018-08-18 20:09:50,Ashes,diffuse2shallow,8440250,4260167,3224475
COVIS-20180818T203001-imaging2,2018-08-18 20:30:01,Ashes,imaging2,1559362898,378104424,240765700
COVIS-20180818T210001-imaging1,2018-08-18 21:00:01,Ashes,imaging1,1559362978,393675027,253592778
COVIS-20180818T213001-imaging3,2018-08-18 21:30:01,Ashes,imaging3,1559363303,381541553,246371986
COVIS-20180818T220001-diffuse3deep,2018-08-18 22:00:01,Ashes,diffuse3deep,8440239,3112147,2303494
COVIS-20180818T220228-diffuse3shallow,2018-08-18 22:02:28,Ashes,diffuse3shallow,8440252,4125774,3103249
COVIS-20180818T220352-diffuse1deep,2018-08-18 22:03:52,Ashes,diffuse1deep,8440258,3117943,2309952
COVIS-20180818T220613-diffuse1shallow,2018-08-18 22:06:13,Ashes,diffuse1shallow,8440252,4140740,3116058
COVIS-20180818T220734-diffuse2deep,2018-08-18 22:07:34,Ashes,diffuse2deep,8440246,3118799,2284208
COVIS-20180818T220957-diffuse2shallow,2018-08-18 22:09:57,Ashes,diffuse2shallow,8440250,4215005,3214554
COVIS-20180818T223002-imaging2,2018-08-18 22:30:02,Ashes,imaging2,1559362894,377282322,242679290
COVIS-20180818T230002-imaging1,2018-08-18 23:00:02,Ashes,imaging1,1559363027,398975060,256807745
COVIS-20180818T233002-imaging3,2018-08-18 23:30:02,Ashes,imaging3,1559082260,380385530,129503755
COVIS-20180819T000002-diffuse3deep,2018-08-19 00:00:02,Ashes,diffuse3deep,8440240,3111109,2293587
COVIS-20180819T000227-diffuse3shallow,2018-08-19 00:02:27,Ashes,diffuse3shallow,8440248,4127183,3104106
COVIS-20180819T000352-diffuse1deep,2018-08-19 00:03:52,Ashes,diffuse1deep,8440246,3169999,2331434
COVIS-20180819T000613-diffuse1shallow,2018-08-19 00:06:13,Ashes,diffuse1shallow,8440253,4161943,3128611
COVIS-20180819T000734-diffuse2deep,2018-08-19 00:07:34,Ashes,diffuse2deep,8440578,3144237,2305885
COVIS-20180819T000955-diffuse2shallow,2018-08-19 00:09:55,Ashes,diffuse2shallow,8440251,4243100,3234409
COVIS-20180819T003001-imaging2,2018-08-19 00:30:01,Ashes,imaging2,1559362918,374277833,239935328
COVIS-20180819T010001-imaging1,2018-08-19 01:00:01,Ashes,imaging1,1559363009,382806424,246078729
COVIS-20180819T013001-imaging3,2018-08-19 01:30:01,Ashes,imaging3,1559201037,390317417,155378398
COVIS-20180819T020001-diffuse3deep,2018-08-19 02:00:01,Ashes,diffuse3deep,8440235,3131323,2312234
COVIS-20180819T020226-diffuse3shallow,2018-08-19 02:02:26,Ashes,diffuse3shallow,8440255,4141809,3122795
COVIS-20180819T020344-diffuse1deep,2018-08-19 02:03:44,Ashes,diffuse1deep,8440250,3101521,2310087
COVIS-20180819T020605-diffuse1shallow,2018-08-19 02:06:05,Ashes,diffuse1shallow,8440242,4141348,3111336
COVIS-20180819T020726-diffuse2deep,2018-08-19 02:07:26,Ashes,diffuse2deep,8440248,3137519,2299901
COVIS-20180819T020946-diffuse2shallow,2018-08-19 02:09:46,Ashes,diffuse2shallow,8440252,4233757,3209553
COVIS-20180819T023001-imaging2,2018-08-19 02:30:01,Ashes,imaging2,1559362894,380847802,242572595
COVIS-20180819T030001-imaging1,2018-08-19 03:00:01,Ashes,imaging1,1559363015,382497682,246480975
COVIS-20180819T033001-imaging3,2018-08-19 03:30:01,Ashes,imaging3,1559363308,391754962,252080019
COVIS-20180819T040001-diffuse3deep,2018-08-19 04:00:01,Ashes,diffuse3deep,8440234,3102718,2298653
COVIS-20180819T040226-diffuse3shallow,2018-08-19 04:02:26,Ashes,diffuse3shallow,8440251,4142970,3122750
COVIS-20180819T040349-diffuse1deep,2018-08-19 04:03:49,Ashes,diffuse1deep,8440257,3159274,2340432
COVIS-20180819T040611-diffuse1shallow,2018-08-19 04:06:11,Ashes,diffuse1shallow,8440244,4178662,3141350
COVIS-20180819T040730-diffuse2deep,2018-08-19 04:07:30,Ashes,diffuse2deep,8440246,3135059,2299742
COVIS-20180819T040952-diffuse2shallow,2018-08-19 04:09:52,Ashes,diffuse2shallow,8440249,4275648,3241133
COVIS-20180819T043002-imaging2,2018-08-19 04:30:02,Ashes,imaging2,1559362900,380714032,243737355
COVIS-20180819T050002-imaging1,2018-08-19 05:00:02,Ashes,imaging1,1559363036,392013607,252646016
COVIS-20180819T053002-imaging3,2018-08-19 05:30:02,Ashes,imaging3,1559363301,379441711,245174476
COVIS-20180819T060002-diffuse3deep,2018-08-19 06:00:02,Ashes,diffuse3deep,8440235,3104427,2303333
COVIS-20180819T060226-diffuse3shallow,2018-08-19 06:02:26,Ashes,diffuse3shallow,8440254,4120343,3105803
COVIS-20180819T060351-diffuse1deep,2018-08-19 06:03:51,Ashes,diffuse1deep,8440257,3127223,2295541
COVIS-20180819T060613-diffuse1shallow,2018-08-19 06:06:13,Ashes,diffuse1shallow,8440250,4160675,3128152
COVIS-20180819T060735-diffuse2deep,2018-08-19 06:07:35,Ashes,diffuse2deep,8440245,3172993,2319219
COVIS-20180819T060955-diffuse2shallow,2018-08-19 06:09:55,Ashes,diffuse2shallow,8440248,4270992,3234619
COVIS-20180819T063002-imaging2,2018-08-19 06:30:02,Ashes,imaging2,1559362899,394254961,250539995
COVIS-20180819T070002-imaging1,2018-08-19 07:00:02,Ashes,imaging1,1559362994,394994256,253140437
COVIS-20180819T073002-imaging3,2018-08-19 07:30:02,Ashes,imaging3,1559363315,388321449,250080360
COVIS-20180819T080002-diffuse3deep,2018-08-19 08:00:02,Ashes,diffuse3deep,8440239,3206836,2354699
COVIS-20180819T080227-diffuse3shallow,2018-08-19 08:02:27,Ashes,diffuse3shallow,8440249,4310071,3203894
COVIS-20180819T080351-diffuse1deep,2018-08-19 08:03:51,Ashes,diffuse1deep,8440255,3277010,2402203
COVIS-20180819T080612-diffuse1shallow,2018-08-19 08:06:12,Ashes,diffuse1shallow,8440253,4347260,3222073
COVIS-20180819T080732-diffuse2deep,2018-08-19 08:07:32,Ashes,diffuse2deep,8440247,3297391,2366817
COVIS-20180819T080954-diffuse2shallow,2018-08-19 08:09:54,Ashes,diffuse2shallow,8440252,4397052,3313249
COVIS-20180819T083002-imaging2,2018-08-19 08:30:02,Ashes,imaging2,1559362892,402501253,258961559
COVIS-20180819T090001-imaging1,2018-08-19 09:00:01,Ashes,imaging1,1559363016,396644536,260270037
COVIS-20180819T093001-imaging3,2018-08-19 09:30:01,Ashes,imaging3,1559363323,385942503,251690766
COVIS-20180819T100001-diffuse3deep,2018-08-19 10:00:01,Ashes,diffuse3deep,8440402,3170445,2326839
COVIS-20180819T100220-diffuse3shallow,2018-08-19 10:02:20,Ashes,diffuse3shallow,8440244,4201088,3146294
COVIS-20180819T100343-diffuse1deep,2018-08-19 10:03:43,Ashes,diffuse1deep,8440254,3136178,2329516
COVIS-20180819T100607-diffuse1shallow,2018-08-19 10:06:07,Ashes,diffuse1shallow,8440247,4217458,3150715
COVIS-20180819T100727-diffuse2deep,2018-08-19 10:07:27,Ashes,diffuse2deep,8440246,3167813,2317066
COVIS-20180819T100946-diffuse2shallow,2018-08-19 10:09:46,Ashes,diffuse2shallow,8440253,4235176,3232944
COVIS-20180819T103001-imaging2,2018-08-19 10:30:01,Ashes,imaging2,1559362897,402542711,256079817
COVIS-20180819T110001-imaging1,2018-08-19 11:00:01,Ashes,imaging1,1559363012,399246445,260497975
COVIS-20180819T113001-imaging3,2018-08-19 11:30:01,Ashes,imaging3,1559363296,397995041,257129027
COVIS-20180819T120001-diffuse3deep,2018-08-19 12:00:01,Ashes,diffuse3deep,8440237,3097202,2289226
COVIS-20180819T120223-diffuse3shallow,2018-08-19 12:02:23,Ashes,diffuse3shallow,8440253,4209212,3160305
COVIS-20180819T120348-diffuse1deep,2018-08-19 12:03:48,Ashes,diffuse1deep,8440258,3151616,2338139
COVIS-20180819T120610-diffuse1shallow,2018-08-19 12:06:10,Ashes,diffuse1shallow,8440251,4238023,3163306
COVIS-20180819T120729-diffuse2deep,2018-08-19 12:07:29,Ashes,diffuse2deep,8440246,3197299,2333271
COVIS-20180819T120949-diffuse2shallow,2018-08-19 12:09:49,Ashes,diffuse2shallow,8440252,4306819,3238694
COVIS-20180819T123001-imaging2,2018-08-19 12:30:01,Ashes,imaging2,1559362901,384588416,247170121
COVIS-20180819T130001-imaging1,2018-08-19 13:00:01,Ashes,imaging1,1559363017,398247197,257855039
COVIS-20180819T133001-imaging3,2018-08-19 13:30:01,Ashes,imaging3,1559363299,377058294,242712710
COVIS-20180819T140001-diffuse3deep,2018-08-19 14:00:01,Ashes,diffuse3deep,8440235,3106349,2296103
COVIS-20180819T140228-diffuse3shallow,2018-08-19 14:02:28,Ashes,diffuse3shallow,8440253,4135435,3124697
COVIS-20180819T140350-diffuse1deep,2018-08-19 14:03:50,Ashes,diffuse1deep,8440256,3104219,2296198
COVIS-20180819T140613-diffuse1shallow,2018-08-19 14:06:13,Ashes,diffuse1shallow,8440253,4159223,3121770
COVIS-20180819T140734-diffuse2deep,2018-08-19 14:07:34,Ashes,diffuse2deep,8440243,3188712,2334489
COVIS-20180819T140955-diffuse2shallow,2018-08-19 14:09:55,Ashes,diffuse2shallow,8440246,4217675,3207174
COVIS-20180819T143002-imaging2,2018-08-19 14:30:02,Ashes,imaging2,1559362891,391936272,250916626
COVIS-20180819T150002-imaging1,2018-08-19 15:00:02,Ashes,imaging1,1559362995,395264747,254552576
COVIS-20180819T153002-imaging3,2018-08-19 15:30:02,Ashes,imaging3,1559363293,416026601,272411651
COVIS-20180819T160002-diffuse3deep,2018-08-19 16:00:02,Ashes,diffuse3deep,8440236,3192473,2343354
COVIS-20180819T160226-diffuse3shallow,2018-08-19 16:02:26,Ashes,diffuse3shallow,8440251,4282224,3196289
COVIS-20180819T160349-diffuse1deep,2018-08-19 16:03:49,Ashes,diffuse1deep,8440255,3236232,2373055
COVIS-20180819T160612-diffuse1shallow,2018-08-19 16:06:12,Ashes,diffuse1shallow,8440251,4294780,3188212
COVIS-20180819T160733-diffuse2deep,2018-08-19 16:07:33,Ashes,diffuse2deep,8440244,3256194,2362193
COVIS-20180819T160954-diffuse2shallow,2018-08-19 16:09:54,Ashes,diffuse2shallow,8440249,4378747,3290741
COVIS-20180819T163002-imaging2,2018-08-19 16:30:02,Ashes,imaging2,1559362903,394397618,253699787
COVIS-20180819T170002-imaging1,2018-08-19 17:00:02,Ashes,imaging1,1559363000,364976836,234421064
COVIS-20180819T173001-imaging3,2018-08-19 17:30:01,Ashes,imaging3,1559363311,397781629,256299610
COVIS-20180819T180001-diffuse3deep,2018-08-19 18:00:01,Ashes,diffuse3deep,8440249,3139786,2318523
COVIS-20180819T180226-diffuse3shallow,2018-08-19 18:02:26,Ashes,diffuse3shallow,8440251,4192215,3139449
COVIS-20180819T180351-diffuse1deep,2018-08-19 18:03:51,Ashes,diffuse1deep,8440257,3141265,2325052
COVIS-20180819T180613-diffuse1shallow,2018-08-19 18:06:13,Ashes,diffuse1shallow,8440253,4172716,3137869
COVIS-20180819T180732-diffuse2deep,2018-08-19 18:07:32,Ashes,diffuse2deep,8440245,3171974,2313241
COVIS-20180819T180952-diffuse2shallow,2018-08-19 18:09:52,Ashes,diffuse2shallow,8440243,4241273,3237511
COVIS-20180819T183002-imaging2,2018-08-19 18:30:02,Ashes,imaging2,1559362890,381725041,242921969
COVIS-20180819T190002-imaging1,2018-08-19 19:00:02,Ashes,imaging1,1559363012,382883203,246546644
COVIS-20180819T193002-imaging3,2018-08-19 19:30:02,Ashes,imaging3,1559363319,374454240,240656395
COVIS-20180819T200002-diffuse3deep,2018-08-19 20:00:02,Ashes,diffuse3deep,8440238,3203739,2331690
COVIS-20180819T200226-diffuse3shallow,2018-08-19 20:02:26,Ashes,diffuse3shallow,8440246,4212469,3147693
COVIS-20180819T200351-diffuse1deep,2018-08-19 20:03:51,Ashes,diffuse1deep,8440252,3190282,2349586
COVIS-20180819T200613-diffuse1shallow,2018-08-19 20:06:13,Ashes,diffuse1shallow,8440250,4227534,3168665
COVIS-20180819T200734-diffuse2deep,2018-08-19 20:07:34,Ashes,diffuse2deep,8440246,3177525,2314484
COVIS-20180819T200957-diffuse2shallow,2018-08-19 20:09:57,Ashes,diffuse2shallow,8440249,4236998,3216779
COVIS-20180819T203002-imaging2,2018-08-19 20:30:02,Ashes,imaging2,1559362896,411982389,268612562
COVIS-20180819T210002-imaging1,2018-08-19 21:00:02,Ashes,imaging1,1559363010,382030696,247936320
COVIS-20180819T213002-imaging3,2018-08-19 21:30:02,Ashes,imaging3,1555755190,394012040,254072272
COVIS-20180819T220002-diffuse3deep,2018-08-19 22:00:02,Ashes,diffuse3deep,8440240,3165426,2331372
COVIS-20180819T220224-diffuse3shallow,2018-08-19 22:02:24,Ashes,diffuse3shallow,8440240,4218195,3164753
COVIS-20180819T220349-diffuse1deep,2018-08-19 22:03:49,Ashes,diffuse1deep,8440248,3207176,2356872
COVIS-20180819T220611-diffuse1shallow,2018-08-19 22:06:11,Ashes,diffuse1shallow,8440244,4340125,3231713
COVIS-20180819T220731-diffuse2deep,2018-08-19 22:07:31,Ashes,diffuse2deep,8440247,3259150,2352044
COVIS-20180819T220951-diffuse2shallow,2018-08-19 22:09:51,Ashes,diffuse2shallow,8440250,4358324,3277530
COVIS-20180819T223002-imaging2,2018-08-19 22:30:02,Ashes,imaging2,1559362923,400166593,257016378
COVIS-20180819T230002-imaging1,2018-08-19 23:00:02,Ashes,imaging1,1559363006,387964444,247576363
COVIS-20180819T233002-imaging3,2018-08-19 23:30:02,Ashes,imaging3,1559338703,404043012,231486800
COVIS-20180820T000002-diffuse3deep,2018-08-20 00:00:02,Ashes,diffuse3deep,8440237,3087335,2287143
COVIS-20180820T000226-diffuse3shallow,2018-08-20 00:02:26,Ashes,diffuse3shallow,8440251,4118839,3108420
COVIS-20180820T000350-diffuse1deep,2018-08-20 00:03:50,Ashes,diffuse1deep,8440250,3136811,2332469
COVIS-20180820T000612-diffuse1shallow,2018-08-20 00:06:12,Ashes,diffuse1shallow,8440246,4173529,3138317
COVIS-20180820T000732-diffuse2deep,2018-08-20 00:07:32,Ashes,diffuse2deep,8440239,3167707,2335631
COVIS-20180820T000954-diffuse2shallow,2018-08-20 00:09:54,Ashes,diffuse2shallow,8440262,4230423,3212234
COVIS-20180820T003002-imaging2,2018-08-20 00:30:02,Ashes,imaging2,1559362895,380349673,244696617
COVIS-20180820T010001-imaging1,2018-08-20 01:00:01,Ashes,imaging1,1559363020,388004784,250672778
COVIS-20180820T013001-imaging3,2018-08-20 01:30:01,Ashes,imaging3,1559363302,381823980,245410573
COVIS-20180820T020001-diffuse3deep,2018-08-20 02:00:01,Ashes,diffuse3deep,8440234,3124851,2312164
COVIS-20180820T020227-diffuse3shallow,2018-08-20 02:02:27,Ashes,diffuse3shallow,8440252,4143197,3137164
COVIS-20180820T020350-diffuse1deep,2018-08-20 02:03:50,Ashes,diffuse1deep,8440257,3099598,2319372
COVIS-20180820T020613-diffuse1shallow,2018-08-20 02:06:13,Ashes,diffuse1shallow,8440245,4142086,3106073
COVIS-20180820T020734-diffuse2deep,2018-08-20 02:07:34,Ashes,diffuse2deep,8440245,3158682,2318577
COVIS-20180820T020956-diffuse2shallow,2018-08-20 02:09:56,Ashes,diffuse2shallow,8440252,4228700,3224829
COVIS-20180820T023002-imaging2,2018-08-20 02:30:02,Ashes,imaging2,1559362905,391136632,251246053
COVIS-20180820T030002-imaging1,2018-08-20 03:00:02,Ashes,imaging1,1559363007,376641150,243446165
COVIS-20180820T033002-imaging3,2018-08-20 03:30:02,Ashes,imaging3,1559363309,386550288,249733175
COVIS-20180820T040002-diffuse3deep,2018-08-20 04:00:02,Ashes,diffuse3deep,8440244,3167740,2327149
COVIS-20180820T040227-diffuse3shallow,2018-08-20 04:02:27,Ashes,diffuse3shallow,8440249,4185792,3131730
COVIS-20180820T040351-diffuse1deep,2018-08-20 04:03:51,Ashes,diffuse1deep,8440248,3132796,2327853
COVIS-20180820T040613-diffuse1shallow,2018-08-20 04:06:13,Ashes,diffuse1shallow,8440250,4206077,3131835
COVIS-20180820T040731-diffuse2deep,2018-08-20 04:07:31,Ashes,diffuse2deep,8440244,3164490,2331557
COVIS-20180820T040951-diffuse2shallow,2018-08-20 04:09:51,Ashes,diffuse2shallow,8440249,4289119,3239802
COVIS-20180820T043002-imaging2,2018-08-20 04:30:02,Ashes,imaging2,1559362916,376644565,241934429
COVIS-20180820T050002-imaging1,2018-08-20 05:00:02,Ashes,imaging1,1559363025,373344820,241270594
COVIS-20180820T053002-imaging3,2018-08-20 05:30:02,Ashes,imaging3,1559363312,371491844,239878507
COVIS-20180820T060002-diffuse3deep,2018-08-20 06:00:02,Ashes,diffuse3deep,8440239,3116395,2304332
COVIS-20180820T060228-diffuse3shallow,2018-08-20 06:02:28,Ashes,diffuse3shallow,8440249,4192180,3146572
COVIS-20180820T060353-diffuse1deep,2018-08-20 06:03:53,Ashes,diffuse1deep,8440254,3116642,2314692
COVIS-20180820T060615-diffuse1shallow,2018-08-20 06:06:15,Ashes,diffuse1shallow,8440249,4164245,3138061
COVIS-20180820T060735-diffuse2deep,2018-08-20 06:07:35,Ashes,diffuse2deep,8440247,3149366,2313290
COVIS-20180820T060954-diffuse2shallow,2018-08-20 06:09:54,Ashes,diffuse2shallow,8440253,4252744,3227380
COVIS-20180820T063001-imaging2,2018-08-20 06:30:01,Ashes,imaging2,1559362905,397216005,251612178
COVIS-20180820T070001-imaging1,2018-08-20 07:00:01,Ashes,imaging1,1559363026,369894940,236722094
COVIS-20180820T073001-imaging3,2018-08-20 07:30:01,Ashes,imaging3,1559363319,398950944,256933598
COVIS-20180820T080001-diffuse3deep,2018-08-20 08:00:01,Ashes,diffuse3deep,8440237,3136537,2300504
COVIS-20180820T080223-diffuse3shallow,2018-08-20 08:02:23,Ashes,diffuse3shallow,8440248,4202875,3144093
COVIS-20180820T080349-diffuse1deep,2018-08-20 08:03:49,Ashes,diffuse1deep,8440256,3154940,2335585
COVIS-20180820T080612-diffuse1shallow,2018-08-20 08:06:12,Ashes,diffuse1shallow,8440252,4333503,3213723
COVIS-20180820T080732-diffuse2deep,2018-08-20 08:07:32,Ashes,diffuse2deep,8440240,3181535,2337957
COVIS-20180820T080952-diffuse2shallow,2018-08-20 08:09:52,Ashes,diffuse2shallow,8440248,4355278,3278224
COVIS-20180820T083001-imaging2,2018-08-20 08:30:01,Ashes,imaging2,1559362888,394310547,256882574
COVIS-20180820T090001-imaging1,2018-08-20 09:00:01,Ashes,imaging1,1559363029,405895461,265249720
COVIS-20180820T093001-imaging3,2018-08-20 09:30:01,Ashes,imaging3,1559363334,405296264,264060759
COVIS-20180820T100002-diffuse3deep,2018-08-20 10:00:02,Ashes,diffuse3deep,8440242,3260165,2381960
COVIS-20180820T100224-diffuse3shallow,2018-08-20 10:02:24,Ashes,diffuse3shallow,8440247,4340500,3246580
COVIS-20180820T100347-diffuse1deep,2018-08-20 10:03:47,Ashes,diffuse1deep,8440256,3251075,2385383
COVIS-20180820T100609-diffuse1shallow,2018-08-20 10:06:09,Ashes,diffuse1shallow,8440248,4324250,3230212
COVIS-20180820T100728-diffuse2deep,2018-08-20 10:07:28,Ashes,diffuse2deep,8440245,3291408,2385024
COVIS-20180820T100948-diffuse2shallow,2018-08-20 10:09:48,Ashes,diffuse2shallow,8440249,4285063,3251679
COVIS-20180820T103002-imaging2,2018-08-20 10:30:02,Ashes,imaging2,1559362919,390361755,250141708
COVIS-20180820T110002-imaging1,2018-08-20 11:00:02,Ashes,imaging1,1559363052,391538978,255501279
COVIS-20180820T113002-imaging3,2018-08-20 11:30:02,Ashes,imaging3,1559363326,395826589,257482514
COVIS-20180820T120002-diffuse3deep,2018-08-20 12:00:02,Ashes,diffuse3deep,8440237,3153010,2305013
COVIS-20180820T120226-diffuse3shallow,2018-08-20 12:02:26,Ashes,diffuse3shallow,8440253,4192399,3150942
COVIS-20180820T120352-diffuse1deep,2018-08-20 12:03:52,Ashes,diffuse1deep,8440253,3148887,2328587
COVIS-20180820T120615-diffuse1shallow,2018-08-20 12:06:15,Ashes,diffuse1shallow,8440247,4241142,3171236
COVIS-20180820T120736-diffuse2deep,2018-08-20 12:07:36,Ashes,diffuse2deep,8440235,3182308,2312208
COVIS-20180820T120958-diffuse2shallow,2018-08-20 12:09:58,Ashes,diffuse2shallow,8440248,4385730,3283285
COVIS-20180820T123002-imaging2,2018-08-20 12:30:02,Ashes,imaging2,1559362918,408335688,264786738
COVIS-20180820T130002-imaging1,2018-08-20 13:00:02,Ashes,imaging1,1559363040,406860678,263166092
COVIS-20180820T133002-imaging3,2018-08-20 13:30:02,Ashes,imaging3,1559363301,387465397,250097543
COVIS-20180820T140002-diffuse3deep,2018-08-20 14:00:02,Ashes,diffuse3deep,8440241,3123839,2304778
COVIS-20180820T140226-diffuse3shallow,2018-08-20 14:02:26,Ashes,diffuse3shallow,8440251,4126004,3104189
COVIS-20180820T140350-diffuse1deep,2018-08-20 14:03:50,Ashes,diffuse1deep,8440251,3105103,2323684
COVIS-20180820T140612-diffuse1shallow,2018-08-20 14:06:12,Ashes,diffuse1shallow,8440251,4126958,3115483
