# basename,datetime,site,mode,raw_size,gz_size,7z_size
COVIS-20180919T193002-imaging2,2018-09-19 19:30:02,Ashes,imaging2,1317624188,408287162,272714589
COVIS-20180919T210002-diffuse2deep,2018-09-19 21:00:02,Ashes,diffuse2deep,32904701,12459702,9083715
COVIS-20180919T210134-diffuse2shallow,2018-09-19 21:01:34,Ashes,diffuse2shallow,32904701,16622124,12580178
COVIS-20180919T210256-diffuse1deep,2018-09-19 21:02:56,Ashes,diffuse1deep,32904724,12581404,9302732
COVIS-20180919T210524-diffuse1shallow,2018-09-19 21:05:24,Ashes,diffuse1shallow,32904776,16308595,12134458
COVIS-20180919T210646-diffuse3deep,2018-09-19 21:06:46,Ashes,diffuse3deep,32905072,12266073,9059724
COVIS-20180919T210920-diffuse3shallow,2018-09-19 21:09:20,Ashes,diffuse3shallow,32062696,15788870,11737458
COVIS-20180919T213001-imaging3,2018-09-19 21:30:01,Ashes,imaging3,1317623723,411711869,274926655
COVIS-20180919T220001-imaging1,2018-09-19 22:00:01,Ashes,imaging1,1317624198,405567916,270985241
COVIS-20180919T223002-imaging2,2018-09-19 22:30:02,Ashes,imaging2,1317624126,403895541,268349399
COVIS-20180919T230002-doppler2,2018-09-19 23:00:02,Ashes,doppler2,7385379829,1483950679,729336210
COVIS-20180920T000002-diffuse2deep,2018-09-20 00:00:02,Ashes,diffuse2deep,32904688,12400953,9014141
COVIS-20180920T000215-diffuse2shallow,2018-09-20 00:02:15,Ashes,diffuse2shallow,32904703,16474016,12494283
COVIS-20180920T000336-diffuse1deep,2018-09-20 00:03:36,Ashes,diffuse1deep,32904706,12560075,9290612
COVIS-20180920T000603-diffuse1shallow,2018-09-20 00:06:03,Ashes,diffuse1shallow,32904773,16213502,12069455
COVIS-20180920T000725-diffuse3deep,2018-09-20 00:07:25,Ashes,diffuse3deep,32904747,12080561,8907532
COVIS-20180920T000959-diffuse3shallow,2018-09-20 00:09:59,Ashes,diffuse3shallow,32904744,16020481,11948260
COVIS-20180920T003002-imaging3,2018-09-20 00:30:02,Ashes,imaging3,1317623706,379031454,249852565
COVIS-20180920T013002-imaging2,2018-09-20 01:30:02,Ashes,imaging2,1317623839,396784292,263127934
COVIS-20180920T020002-doppler2,2018-09-20 02:00:02,Ashes,doppler2,93861924,1447422758,710028471
COVIS-20180920T030001-diffuse2deep,2018-09-20 03:00:01,Ashes,diffuse2deep,32904697,12532365,8997543
COVIS-20180920T030216-diffuse2shallow,2018-09-20 03:02:16,Ashes,diffuse2shallow,32904696,16465600,12469916
COVIS-20180920T030340-diffuse1deep,2018-09-20 03:03:40,Ashes,diffuse1deep,32904723,12611766,9243945
COVIS-20180920T030606-diffuse1shallow,2018-09-20 03:06:06,Ashes,diffuse1shallow,32904774,16322040,12174772
COVIS-20180920T030727-diffuse3deep,2018-09-20 03:07:27,Ashes,diffuse3deep,32904742,12323032,9082183
COVIS-20180920T031000-diffuse3shallow,2018-09-20 03:10:00,Ashes,diffuse3shallow,32062698,15718751,11699080
COVIS-20180920T033002-imaging3,2018-09-20 03:30:02,Ashes,imaging3,1317623734,400998919,265914347
COVIS-20180920T050002-doppler2,2018-09-20 05:00:02,Ashes,doppler2,75811170,1459233014,709828768
COVIS-20180920T060002-diffuse2deep,2018-09-20 06:00:02,Ashes,diffuse2deep,32904697,12448984,9149100
COVIS-20180920T060213-diffuse2shallow,2018-09-20 06:02:13,Ashes,diffuse2shallow,32062659,16143033,12258681
COVIS-20180920T060603-diffuse1shallow,2018-09-20 06:06:03,Ashes,diffuse1shallow,32062907,15769528,11810680
COVIS-20180920T060724-diffuse3deep,2018-09-20 06:07:24,Ashes,diffuse3deep,32904734,12156057,8985844
COVIS-20180920T060959-diffuse3shallow,2018-09-20 06:09:59,Ashes,diffuse3shallow,32904743,16025257,11978555
COVIS-20180920T063002-imaging3,2018-09-20 06:30:02,Ashes,imaging3,1317623766,388278744,256452452
COVIS-20180920T070002-imaging1,2018-09-20 07:00:02,Ashes,imaging1,1317624236,424416612,287627754
COVIS-20180920T073002-imaging2,2018-09-20 07:30:02,Ashes,imaging2,1317624185,417040606,278797996
COVIS-20180920T090002-diffuse2deep,2018-09-20 09:00:02,Ashes,diffuse2deep,32904687,12397200,9028510
COVIS-20180920T090127-diffuse2shallow,2018-09-20 09:01:27,Ashes,diffuse2shallow,32904709,16810719,12655206
COVIS-20180920T090248-diffuse1deep,2018-09-20 09:02:48,Ashes,diffuse1deep,32904727,12524057,9194776
COVIS-20180920T090515-diffuse1shallow,2018-09-20 09:05:15,Ashes,diffuse1shallow,32904781,16451346,12218500
COVIS-20180920T090639-diffuse3deep,2018-09-20 09:06:39,Ashes,diffuse3deep,32904736,12289823,9050115
COVIS-20180920T090913-diffuse3shallow,2018-09-20 09:09:13,Ashes,diffuse3shallow,32904739,16157779,12033532
COVIS-20180920T093002-imaging3,2018-09-20 09:30:02,Ashes,imaging3,1317623752,375940535,247705943
COVIS-20180920T100002-imaging1,2018-09-20 10:00:02,Ashes,imaging1,1317624238,410405921,273293507
COVIS-20180920T110002-doppler2,2018-09-20 11:00:02,Ashes,doppler2,61358390,1524424421,744958313
COVIS-20180920T120725-diffuse3deep,2018-09-20 12:07:25,Ashes,diffuse3deep,32904721,12234637,9072449
COVIS-20180920T120959-diffuse3shallow,2018-09-20 12:09:59,Ashes,diffuse3shallow,32904728,16342878,12104117
COVIS-20180920T123002-imaging3,2018-09-20 12:30:02,Ashes,imaging3,1317623748,396563242,262248557
COVIS-20180920T130002-imaging1,2018-09-20 13:00:02,Ashes,imaging1,1317624243,429310480,287516459
COVIS-20180920T133001-imaging2,2018-09-20 13:30:01,Ashes,imaging2,1317624187,409376440,270444044
COVIS-20180920T140001-doppler2,2018-09-20 14:00:01,Ashes,doppler2,147989579,1530065829,623387112
COVIS-20180920T150724-diffuse3deep,2018-09-20 15:07:24,Ashes,diffuse3deep,32904747,12375641,9189907
COVIS-20180920T150957-diffuse3shallow,2018-09-20 15:09:57,Ashes,diffuse3shallow,32904757,16055424,12016328
COVIS-20180920T153002-imaging3,2018-09-20 15:30:02,Ashes,imaging3,1317623746,384892397,253538675
COVIS-20180920T170002-doppler2,2018-09-20 17:00:02,Ashes,doppler2,7647390138,1492130708,389003664
COVIS-20180920T180002-diffuse2deep,2018-09-20 18:00:02,Ashes,diffuse2deep,32904692,12323236,9000545
COVIS-20180920T180209-diffuse2shallow,2018-09-20 18:02:09,Ashes,diffuse2shallow,32904709,16453438,12469752
COVIS-20180920T180334-diffuse1deep,2018-09-20 18:03:34,Ashes,diffuse1deep,32904709,12387856,9182666
COVIS-20180920T180602-diffuse1shallow,2018-09-20 18:06:02,Ashes,diffuse1shallow,32904780,16230401,12067649
COVIS-20180920T180724-diffuse3deep,2018-09-20 18:07:24,Ashes,diffuse3deep,32904732,12269612,9050264
COVIS-20180920T180958-diffuse3shallow,2018-09-20 18:09:58,Ashes,diffuse3shallow,32904742,16064545,11991124
COVIS-20180920T183001-imaging3,2018-09-20 18:30:01,Ashes,imaging3,1386103862,392315054,242417226
COVIS-20180920T190002-imaging1,2018-09-20 19:00:02,Ashes,imaging1,7216248,474394830,180372143
COVIS-20180920T193002-imaging2,2018-09-20 19:30:02,Ashes,imaging2,1317623968,408053082,271023739
COVIS-20180920T200002-doppler2,2018-09-20 20:00:02,Ashes,doppler2,21657436,1582538713,770510612
COVIS-20180920T230002-doppler2,2018-09-20 23:00:02,Ashes,doppler2,3611019,1506689620,719218324
COVIS-20180921T000002-diffuse2deep,2018-09-21 00:00:02,Ashes,diffuse2deep,32904681,12543715,9124188
COVIS-20180921T000216-diffuse2shallow,2018-09-21 00:02:16,Ashes,diffuse2shallow,32904705,16807957,12677165
COVIS-20180921T000339-diffuse1deep,2018-09-21 00:03:39,Ashes,diffuse1deep,32904712,12711276,9314139
COVIS-20180921T000606-diffuse1shallow,2018-09-21 00:06:06,Ashes,diffuse1shallow,32904784,16512695,12234041
COVIS-20180921T000728-diffuse3deep,2018-09-21 00:07:28,Ashes,diffuse3deep,32904741,12225243,9034071
COVIS-20180921T001001-diffuse3shallow,2018-09-21 00:10:01,Ashes,diffuse3shallow,32904740,16110412,11981375
COVIS-20180921T050002-doppler2,2018-09-21 05:00:02,Ashes,doppler2,10830167,1471945865,724484647
COVIS-20180921T150002-diffuse2deep,2018-09-21 15:00:02,Ashes,diffuse2deep,32904701,12450947,9121334
COVIS-20180921T150127-diffuse2shallow,2018-09-21 15:01:27,Ashes,diffuse2shallow,32062668,16039042,12170619
COVIS-20180921T150249-diffuse1deep,2018-09-21 15:02:49,Ashes,diffuse1deep,32904716,12480376,9115686
COVIS-20180921T153002-imaging3,2018-09-21 15:30:02,Ashes,imaging3,21654533,379718400,250236026
COVIS-20180921T163001-imaging2,2018-09-21 16:30:01,Ashes,imaging2,375421566,410956387,273061987
COVIS-20180921T170002-doppler2,2018-09-21 17:00:02,Ashes,doppler2,3611022,1527229068,728933200
COVIS-20180921T200002-doppler2,2018-09-21 20:00:02,Ashes,doppler2,93859027,1559689137,749099737
COVIS-20180922T010002-imaging1,2018-09-22 01:00:02,Ashes,imaging1,10827266,417615850,278193440
COVIS-20180922T030252-diffuse1deep,2018-09-22 03:02:52,Ashes,diffuse1deep,32904707,12441481,9102621
COVIS-20180922T030520-diffuse1shallow,2018-09-22 03:05:20,Ashes,diffuse1shallow,32904781,16213232,12062568
COVIS-20180922T030641-diffuse3deep,2018-09-22 03:06:41,Ashes,diffuse3deep,32904729,12341781,9129588
COVIS-20180922T033001-imaging3,2018-09-22 03:30:01,Ashes,imaging3,7216248,389618628,246431114
COVIS-20180922T050001-doppler2,2018-09-22 05:00:01,Ashes,doppler2,7461181806,1511033636,737590294
COVIS-20180922T153002-imaging3,2018-09-22 15:30:02,Ashes,imaging3,111931427,400079377,22688721
COVIS-20180922T160002-imaging1,2018-09-22 16:00:02,Ashes,imaging1,14435389,403710839,266880194
COVIS-20180922T163002-imaging2,2018-09-22 16:30:02,Ashes,imaging2,1317624183,407352181,270472395
COVIS-20180922T180002-diffuse2deep,2018-09-22 18:00:02,Ashes,diffuse2deep,32904694,12426468,9107062
COVIS-20180922T180125-diffuse2shallow,2018-09-22 18:01:25,Ashes,diffuse2shallow,32904700,16509009,12565287
COVIS-20180922T180247-diffuse1deep,2018-09-22 18:02:47,Ashes,diffuse1deep,32904703,12710289,9322703
COVIS-20180922T180513-diffuse1shallow,2018-09-22 18:05:13,Ashes,diffuse1shallow,32904791,16288284,12172940
COVIS-20180922T180634-diffuse3deep,2018-09-22 18:06:34,Ashes,diffuse3deep,32904744,12230061,9000797
COVIS-20180922T180909-diffuse3shallow,2018-09-22 18:09:09,Ashes,diffuse3shallow,32904734,16129466,11965773
COVIS-20180922T183002-imaging3,2018-09-22 18:30:02,Ashes,imaging3,1371694280,401553042,240391336
COVIS-20180922T190002-imaging1,2018-09-22 19:00:02,Ashes,imaging1,1317624233,416687050,276895190
COVIS-20180922T193002-imaging2,2018-09-22 19:30:02,Ashes,imaging2,1317624142,394041816,260869916
COVIS-20180922T200002-doppler2,2018-09-22 20:00:02,Ashes,doppler2,7543582084,1587538004,677294279
COVIS-20180922T210002-diffuse2deep,2018-09-22 21:00:02,Ashes,diffuse2deep,32904692,12377014,9026955
COVIS-20180922T210214-diffuse2shallow,2018-09-22 21:02:14,Ashes,diffuse2shallow,32062665,16355777,12301707
COVIS-20180922T210337-diffuse1deep,2018-09-22 21:03:37,Ashes,diffuse1deep,32904730,12522203,9243241
COVIS-20180922T210604-diffuse1shallow,2018-09-22 21:06:04,Ashes,diffuse1shallow,32904775,16533967,12286287
COVIS-20180922T210724-diffuse3deep,2018-09-22 21:07:24,Ashes,diffuse3deep,32904737,12393561,9129953
COVIS-20180922T210959-diffuse3shallow,2018-09-22 21:09:59,Ashes,diffuse3shallow,32904751,16227362,12000357
COVIS-20180922T213002-imaging3,2018-09-22 21:30:02,Ashes,imaging3,1317623765,403827385,267899827
COVIS-20180922T223001-imaging2,2018-09-22 22:30:01,Ashes,imaging2,1317623749,412167583,274776340
COVIS-20180922T230001-doppler2,2018-09-22 23:00:01,Ashes,doppler2,7461181448,1585965608,790036802
COVIS-20180923T000002-diffuse2deep,2018-09-23 00:00:02,Ashes,diffuse2deep,32904681,12769746,9253108
COVIS-20180923T000216-diffuse2shallow,2018-09-23 00:02:16,Ashes,diffuse2shallow,32904876,17068882,12839461
COVIS-20180923T000339-diffuse1deep,2018-09-23 00:03:39,Ashes,diffuse1deep,32062677,12673703,9218118
COVIS-20180923T000606-diffuse1shallow,2018-09-23 00:06:06,Ashes,diffuse1shallow,32904778,17055812,12615179
COVIS-20180923T000729-diffuse3deep,2018-09-23 00:07:29,Ashes,diffuse3deep,32904746,12434670,9216820
COVIS-20180923T001003-diffuse3shallow,2018-09-23 00:10:03,Ashes,diffuse3shallow,32904731,16405636,12181917
COVIS-20180923T003002-imaging3,2018-09-23 00:30:02,Ashes,imaging3,1346454427,417970814,239414607
COVIS-20180923T010002-imaging1,2018-09-23 01:00:02,Ashes,imaging1,1317624217,413487257,274416431
COVIS-20180923T013002-imaging2,2018-09-23 01:30:02,Ashes,imaging2,1317624131,401628117,266505817
COVIS-20180923T030001-diffuse2deep,2018-09-23 03:00:01,Ashes,diffuse2deep,32904683,12382290,9009396
COVIS-20180923T030123-diffuse2shallow,2018-09-23 03:01:23,Ashes,diffuse2shallow,32904698,16504521,12557412
COVIS-20180923T030246-diffuse1deep,2018-09-23 03:02:46,Ashes,diffuse1deep,32904723,12549344,9298492
COVIS-20180923T030512-diffuse1shallow,2018-09-23 03:05:12,Ashes,diffuse1shallow,32904782,16218349,12070773
COVIS-20180923T030632-diffuse3deep,2018-09-23 03:06:32,Ashes,diffuse3deep,32904729,12379284,9141589
COVIS-20180923T030906-diffuse3shallow,2018-09-23 03:09:06,Ashes,diffuse3shallow,32904755,16200996,12056037
COVIS-20180924T060002-diffuse2deep,2018-09-24 06:00:02,Ashes,diffuse2deep,32904699,12504506,9225900
COVIS-20180924T060349-diffuse2shallow,2018-09-24 06:03:49,Ashes,diffuse2shallow,32904684,16455425,12514882
COVIS-20180924T060514-diffuse1deep,2018-09-24 06:05:14,Ashes,diffuse1deep,32904721,12174586,8910703
COVIS-20180924T060745-diffuse1shallow,2018-09-24 06:07:45,Ashes,diffuse1shallow,32904735,16175210,12040168
COVIS-20180924T060909-diffuse3deep,2018-09-24 06:09:09,Ashes,diffuse3deep,32904740,12317591,9110370
COVIS-20180924T061143-diffuse3shallow,2018-09-24 06:11:43,Ashes,diffuse3shallow,32904752,16066979,11987870
COVIS-20180924T153002-imaging3,2018-09-24 15:30:02,Ashes,imaging3,1317623752,393214247,260785918
COVIS-20180924T160002-imaging1,2018-09-24 16:00:02,Ashes,imaging1,1317624217,430619204,290707351
COVIS-20180924T163002-imaging2,2018-09-24 16:30:02,Ashes,imaging2,1317624160,412712271,273040358
COVIS-20180924T170002-doppler2,2018-09-24 17:00:02,Ashes,doppler2,7461182126,1573431413,767308884
COVIS-20180924T183002-imaging3,2018-09-24 18:30:02,Ashes,imaging3,1317623766,413984396,276378186
COVIS-20180924T190002-imaging1,2018-09-24 19:00:02,Ashes,imaging1,1389703483,401561571,249040284
COVIS-20180924T193002-imaging2,2018-09-24 19:30:02,Ashes,imaging2,1526676786,470286311,175025548
COVIS-20180924T200002-doppler2,2018-09-24 20:00:02,Ashes,doppler2,7461180928,1587289915,769347121
COVIS-20180924T213001-imaging3,2018-09-24 21:30:01,Ashes,imaging3,1317623756,405426275,269042313
COVIS-20180924T220002-imaging1,2018-09-24 22:00:02,Ashes,imaging1,1317623864,390813485,258146762
COVIS-20180924T223002-imaging2,2018-09-24 22:30:02,Ashes,imaging2,1317624145,400565258,263963699
COVIS-20180924T230002-doppler2,2018-09-24 23:00:02,Ashes,doppler2,7475507677,1560239871,748291767
COVIS-20180925T000002-diffuse2deep,2018-09-25 00:00:02,Ashes,diffuse2deep,32904679,12892194,9315916
COVIS-20180925T000221-diffuse2shallow,2018-09-25 00:02:21,Ashes,diffuse2shallow,32904704,17111781,12811897
COVIS-20180925T000343-diffuse1deep,2018-09-25 00:03:43,Ashes,diffuse1deep,32904720,12933359,9448624
COVIS-20180925T000609-diffuse1shallow,2018-09-25 00:06:09,Ashes,diffuse1shallow,32904778,16843778,12438613
COVIS-20180925T000730-diffuse3deep,2018-09-25 00:07:30,Ashes,diffuse3deep,32904745,12245614,8977475
COVIS-20180925T001005-diffuse3shallow,2018-09-25 00:10:05,Ashes,diffuse3shallow,32904761,16120620,12009479
COVIS-20180925T003002-imaging3,2018-09-25 00:30:02,Ashes,imaging3,1317623719,395176293,260783088
COVIS-20180925T013002-imaging2,2018-09-25 01:30:02,Ashes,imaging2,1317623747,406487027,269519960
COVIS-20180925T020002-doppler2,2018-09-25 02:00:02,Ashes,doppler2,7461181536,1577239439,767689043
COVIS-20180925T033002-imaging3,2018-09-25 03:30:02,Ashes,imaging3,1400517742,419155316,243056755
COVIS-20180925T040002-imaging1,2018-09-25 04:00:02,Ashes,imaging1,1317623817,402472501,265642452
COVIS-20180925T043002-imaging2,2018-09-25 04:30:02,Ashes,imaging2,1317624081,403136106,267369969
COVIS-20180925T050001-doppler2,2018-09-25 05:00:01,Ashes,doppler2,7461182019,1551043130,756315895
COVIS-20180925T060001-diffuse2deep,2018-09-25 06:00:01,Ashes,diffuse2deep,32904700,12380053,9045631
COVIS-20180925T060218-diffuse2shallow,2018-09-25 06:02:18,Ashes,diffuse2shallow,32904692,16690863,12701130
COVIS-20180925T060340-diffuse1deep,2018-09-25 06:03:40,Ashes,diffuse1deep,32904887,12764177,9371460
COVIS-20180925T060608-diffuse1shallow,2018-09-25 06:06:08,Ashes,diffuse1shallow,32904786,16268792,12111097
COVIS-20180925T060731-diffuse3deep,2018-09-25 06:07:31,Ashes,diffuse3deep,32904737,12444966,9173180
COVIS-20180925T061005-diffuse3shallow,2018-09-25 06:10:05,Ashes,diffuse3shallow,32904740,16307871,12095149
COVIS-20180925T063002-imaging3,2018-09-25 06:30:02,Ashes,imaging3,1317623751,388143071,255698370
COVIS-20180925T073002-imaging2,2018-09-25 07:30:02,Ashes,imaging2,1317623728,397097653,262434112
COVIS-20180925T080002-doppler2,2018-09-25 08:00:02,Ashes,doppler2,7461181450,1539703290,750657523
COVIS-20180925T090002-diffuse2deep,2018-09-25 09:00:02,Ashes,diffuse2deep,32904689,12424982,9095014
COVIS-20180925T090217-diffuse2shallow,2018-09-25 09:02:17,Ashes,diffuse2shallow,32062825,16133139,12251406
COVIS-20180925T090340-diffuse1deep,2018-09-25 09:03:40,Ashes,diffuse1deep,32904712,12876779,9495740
COVIS-20180925T090606-diffuse1shallow,2018-09-25 09:06:06,Ashes,diffuse1shallow,32904779,16419488,12192179
COVIS-20180925T090727-diffuse3deep,2018-09-25 09:07:27,Ashes,diffuse3deep,32904745,12324464,9069596
COVIS-20180925T091001-diffuse3shallow,2018-09-25 09:10:01,Ashes,diffuse3shallow,32904751,16122712,11964103
COVIS-20180925T093002-imaging3,2018-09-25 09:30:02,Ashes,imaging3,1317623715,375770724,246903589
COVIS-20180925T103002-imaging2,2018-09-25 10:30:02,Ashes,imaging2,1469002236,416808835,230603859
COVIS-20180925T110002-doppler2,2018-09-25 11:00:02,Ashes,doppler2,7572241062,1596583330,579868772
COVIS-20180925T120002-diffuse2deep,2018-09-25 12:00:02,Ashes,diffuse2deep,32904689,12809909,9292412
COVIS-20180925T120218-diffuse2shallow,2018-09-25 12:02:18,Ashes,diffuse2shallow,32904708,16690153,12666225
COVIS-20180925T120341-diffuse1deep,2018-09-25 12:03:41,Ashes,diffuse1deep,32904710,13156044,9574720
COVIS-20180925T120608-diffuse1shallow,2018-09-25 12:06:08,Ashes,diffuse1shallow,32904786,16882141,12494990
COVIS-20180925T120729-diffuse3deep,2018-09-25 12:07:29,Ashes,diffuse3deep,32904731,12829643,9394967
COVIS-20180925T121003-diffuse3shallow,2018-09-25 12:10:03,Ashes,diffuse3shallow,32904741,16710825,12332710
COVIS-20180925T123002-imaging3,2018-09-25 12:30:02,Ashes,imaging3,1317623754,390083121,260822241
COVIS-20180925T133002-imaging2,2018-09-25 13:30:02,Ashes,imaging2,1317623726,397705932,265317761
COVIS-20180925T153002-imaging3,2018-09-25 15:30:02,Ashes,imaging3,1317623734,399207093,265783723
COVIS-20180925T160002-imaging1,2018-09-25 16:00:02,Ashes,imaging1,1389711069,396586799,245416812
COVIS-20180925T163002-imaging2,2018-09-25 16:30:02,Ashes,imaging2,1382504703,427516750,242265331
COVIS-20180925T170001-doppler2,2018-09-25 17:00:01,Ashes,doppler2,7518514525,1527092259,674536006
COVIS-20180925T190002-imaging1,2018-09-25 19:00:02,Ashes,imaging1,1317623754,395940786,263012340
COVIS-20180925T200002-doppler2,2018-09-25 20:00:02,Ashes,doppler2,7461181004,1491555677,728944227
COVIS-20180925T210002-diffuse2deep,2018-09-25 21:00:02,Ashes,diffuse2deep,32904683,12332095,8953390
COVIS-20180925T210220-diffuse2shallow,2018-09-25 21:02:20,Ashes,diffuse2shallow,32904709,16457323,12547073
COVIS-20180925T210343-diffuse1deep,2018-09-25 21:03:43,Ashes,diffuse1deep,32904710,12692548,9375548
COVIS-20180925T210611-diffuse1shallow,2018-09-25 21:06:11,Ashes,diffuse1shallow,32062745,15967406,11873525
COVIS-20180925T210732-diffuse3deep,2018-09-25 21:07:32,Ashes,diffuse3deep,32904733,12463656,9173353
COVIS-20180925T211005-diffuse3shallow,2018-09-25 21:10:05,Ashes,diffuse3shallow,32904741,16174342,12061394
COVIS-20180925T213002-imaging3,2018-09-25 21:30:02,Ashes,imaging3,1317623728,377770219,249264100
COVIS-20180925T220002-imaging1,2018-09-25 22:00:02,Ashes,imaging1,1429353283,417502213,250650413
COVIS-20180925T230002-doppler2,2018-09-25 23:00:02,Ashes,doppler2,7461180923,1507921466,739333870
COVIS-20180926T000001-diffuse2deep,2018-09-26 00:00:01,Ashes,diffuse2deep,32904689,12284373,8939371
COVIS-20180926T000220-diffuse2shallow,2018-09-26 00:02:20,Ashes,diffuse2shallow,32904688,16443336,12463971
COVIS-20180926T000343-diffuse1deep,2018-09-26 00:03:43,Ashes,diffuse1deep,32904728,12462534,9168554
COVIS-20180926T000611-diffuse1shallow,2018-09-26 00:06:11,Ashes,diffuse1shallow,32904792,16129656,11954983
COVIS-20180926T000733-diffuse3deep,2018-09-26 00:07:33,Ashes,diffuse3deep,32904747,12104019,8950512
COVIS-20180926T001008-diffuse3shallow,2018-09-26 00:10:08,Ashes,diffuse3shallow,32904907,16008343,11956384
COVIS-20180926T003001-imaging3,2018-09-26 00:30:01,Ashes,imaging3,1317623747,392947674,260217516
COVIS-20180926T013001-imaging2,2018-09-26 01:30:01,Ashes,imaging2,1317623771,398812831,264275188
COVIS-20180926T020002-doppler2,2018-09-26 02:00:02,Ashes,doppler2,7461181610,1590274427,770046257
COVIS-20180926T040002-imaging1,2018-09-26 04:00:02,Ashes,imaging1,1332039109,413248900,267984760
COVIS-20180926T050002-doppler2,2018-09-26 05:00:02,Ashes,doppler2,7461180944,1496291787,729453900
COVIS-20180926T063001-imaging3,2018-09-26 06:30:01,Ashes,imaging3,1411329276,426132601,260138047
COVIS-20180926T070001-imaging1,2018-09-26 07:00:01,Ashes,imaging1,1317623857,397141333,262544149
COVIS-20180926T073001-imaging2,2018-09-26 07:30:01,Ashes,imaging2,1317624055,402350109,265972977
COVIS-20180926T090002-diffuse2deep,2018-09-26 09:00:02,Ashes,diffuse2deep,32904697,12431458,9092216
COVIS-20180926T090128-diffuse2shallow,2018-09-26 09:01:28,Ashes,diffuse2shallow,32904713,16457192,12541170
COVIS-20180926T090251-diffuse1deep,2018-09-26 09:02:51,Ashes,diffuse1deep,32904720,12561093,9294015
COVIS-20180926T090518-diffuse1shallow,2018-09-26 09:05:18,Ashes,diffuse1shallow,32904790,16277033,12117013
COVIS-20180926T090639-diffuse3deep,2018-09-26 09:06:39,Ashes,diffuse3deep,32904751,12321889,9115287
COVIS-20180926T090913-diffuse3shallow,2018-09-26 09:09:13,Ashes,diffuse3shallow,32904748,16194871,12090212
COVIS-20180926T093002-imaging3,2018-09-26 09:30:02,Ashes,imaging3,1317623736,384108233,252640957
COVIS-20180926T103001-imaging2,2018-09-26 10:30:01,Ashes,imaging2,1317623766,386785393,255762861
COVIS-20180926T110001-doppler2,2018-09-26 11:00:01,Ashes,doppler2,7547165051,1511254555,637412215
COVIS-20180926T120002-diffuse2deep,2018-09-26 12:00:02,Ashes,diffuse2deep,32904684,12437888,9091421
COVIS-20180926T120210-diffuse2shallow,2018-09-26 12:02:10,Ashes,diffuse2shallow,32904695,16503452,12595144
COVIS-20180926T120334-diffuse1deep,2018-09-26 12:03:34,Ashes,diffuse1deep,32904724,12686531,9356704
COVIS-20180926T120602-diffuse1shallow,2018-09-26 12:06:02,Ashes,diffuse1shallow,32904947,16382072,12191698
COVIS-20180926T120724-diffuse3deep,2018-09-26 12:07:24,Ashes,diffuse3deep,32904737,12409223,9196733
COVIS-20180926T120958-diffuse3shallow,2018-09-26 12:09:58,Ashes,diffuse3shallow,32904747,16135301,12024620
COVIS-20180926T123002-imaging3,2018-09-26 12:30:02,Ashes,imaging3,1317623743,383575852,252670237
COVIS-20180926T133002-imaging2,2018-09-26 13:30:02,Ashes,imaging2,1317623739,398171118,265100726
COVIS-20180926T150001-diffuse2deep,2018-09-26 15:00:01,Ashes,diffuse2deep,32904688,12509546,9168865
COVIS-20180926T150128-diffuse2shallow,2018-09-26 15:01:28,Ashes,diffuse2shallow,32904706,16705988,12647793
COVIS-20180926T150250-diffuse1deep,2018-09-26 15:02:50,Ashes,diffuse1deep,32904725,12691282,9256405
COVIS-20180926T150517-diffuse1shallow,2018-09-26 15:05:17,Ashes,diffuse1shallow,32904782,16348070,12212382
COVIS-20180926T150640-diffuse3deep,2018-09-26 15:06:40,Ashes,diffuse3deep,32904747,12281840,9095654
COVIS-20180926T150915-diffuse3shallow,2018-09-26 15:09:15,Ashes,diffuse3shallow,32904731,16084010,11982103
COVIS-20180926T153001-imaging3,2018-09-26 15:30:01,Ashes,imaging3,1346458762,383293578,246490061
COVIS-20180926T160001-imaging1,2018-09-26 16:00:01,Ashes,imaging1,1335646288,423176899,272210624
COVIS-20180926T170002-doppler2,2018-09-26 17:00:02,Ashes,doppler2,7461181083,1467437695,722990090
COVIS-20180926T180002-diffuse2deep,2018-09-26 18:00:02,Ashes,diffuse2deep,32904689,12373203,8980710
COVIS-20180926T180211-diffuse2shallow,2018-09-26 18:02:11,Ashes,diffuse2shallow,32904706,16400655,12445526
COVIS-20180926T180333-diffuse1deep,2018-09-26 18:03:33,Ashes,diffuse1deep,32904728,12456176,9143809
COVIS-20180926T180559-diffuse1shallow,2018-09-26 18:05:59,Ashes,diffuse1shallow,32904789,16200912,12106924
COVIS-20180926T180723-diffuse3deep,2018-09-26 18:07:23,Ashes,diffuse3deep,32904739,12353201,9122208
COVIS-20180926T180957-diffuse3shallow,2018-09-26 18:09:57,Ashes,diffuse3shallow,32904741,16098760,12016768
COVIS-20180926T183001-imaging3,2018-09-26 18:30:01,Ashes,imaging3,1317623744,392750757,259177167
COVIS-20180926T193002-imaging2,2018-09-26 19:30:02,Ashes,imaging2,1317623763,392035072,260277377
COVIS-20180926T200002-doppler2,2018-09-26 20:00:02,Ashes,doppler2,7461181616,1527647166,743231107
COVIS-20180926T210208-diffuse2shallow,2018-09-26 21:02:08,Ashes,diffuse2shallow,32062672,16145143,12226139
COVIS-20180926T210329-diffuse1deep,2018-09-26 21:03:29,Ashes,diffuse1deep,32904727,12731908,9385439
COVIS-20180926T210556-diffuse1shallow,2018-09-26 21:05:56,Ashes,diffuse1shallow,32904782,16295023,12167611
