# basename,datetime,site,mode,raw_size,7z_size
COVIS-20180908T060236-diffuse2shallow,2018-09-08 06:02:36,Ashes,diffuse2shallow,33746766,12880098
COVIS-20180908T060628-diffuse1shallow,2018-09-08 06:06:28,Ashes,diffuse1shallow,33746888,12344032
COVIS-20180908T060756-diffuse3deep,2018-09-08 06:07:56,Ashes,diffuse3deep,33746828,9294657
COVIS-20180908T061020-diffuse3shallow,2018-09-08 06:10:20,Ashes,diffuse3shallow,33746834,12343596
COVIS-20180908T063001-imaging3,2018-09-08 06:30:01,Ashes,imaging3,1581020706,302298215
COVIS-20180908T070001-imaging1,2018-09-08 07:00:01,Ashes,imaging1,1581021241,329769873
COVIS-20180908T073002-imaging2,2018-09-08 07:30:02,Ashes,imaging2,1581021127,320266202
COVIS-20180908T090001-diffuse2deep,2018-09-08 09:00:01,Ashes,diffuse2deep,33746789,9071980
COVIS-20180908T090154-diffuse2shallow,2018-09-08 09:01:54,Ashes,diffuse2shallow,33746798,12834219
COVIS-20180908T090322-diffuse1deep,2018-09-08 09:03:22,Ashes,diffuse1deep,33746822,9537084
COVIS-20180908T090548-diffuse1shallow,2018-09-08 09:05:48,Ashes,diffuse1shallow,33746882,12528786
COVIS-20180908T090715-diffuse3deep,2018-09-08 09:07:15,Ashes,diffuse3deep,33746837,9382677
COVIS-20180908T090940-diffuse3shallow,2018-09-08 09:09:40,Ashes,diffuse3shallow,33746843,12432511
COVIS-20180908T093001-imaging3,2018-09-08 09:30:01,Ashes,imaging3,1581020701,297710845
COVIS-20180908T100001-imaging1,2018-09-08 10:00:01,Ashes,imaging1,1581021274,339476957
COVIS-20180908T103001-imaging2,2018-09-08 10:30:01,Ashes,imaging2,1581021122,319723281
COVIS-20180908T110001-doppler2,2018-09-08 11:00:01,Ashes,doppler2,7425013236,766462440
COVIS-20180908T120002-diffuse2deep,2018-09-08 12:00:02,Ashes,diffuse2deep,33746749,9446229
COVIS-20180908T120238-diffuse2shallow,2018-09-08 12:02:38,Ashes,diffuse2shallow,33746774,12967999
COVIS-20180908T120406-diffuse1deep,2018-09-08 12:04:06,Ashes,diffuse1deep,33746827,9653041
COVIS-20180908T120632-diffuse1shallow,2018-09-08 12:06:32,Ashes,diffuse1shallow,33746874,12543977
COVIS-20180908T120759-diffuse3deep,2018-09-08 12:07:59,Ashes,diffuse3deep,33746833,9186172
COVIS-20180908T121024-diffuse3shallow,2018-09-08 12:10:24,Ashes,diffuse3shallow,33746844,12372387
COVIS-20180908T123002-imaging3,2018-09-08 12:30:02,Ashes,imaging3,1581020718,305071897
COVIS-20180908T130002-imaging1,2018-09-08 13:00:02,Ashes,imaging1,1581021250,347424680
COVIS-20180908T133002-imaging2,2018-09-08 13:30:02,Ashes,imaging2,1581021128,330595536
COVIS-20180908T140002-doppler2,2018-09-08 14:00:02,Ashes,doppler2,7500813883,776349985
COVIS-20180908T150002-diffuse2deep,2018-09-08 15:00:02,Ashes,diffuse2deep,33746737,9339257
COVIS-20180908T150240-diffuse2shallow,2018-09-08 15:02:40,Ashes,diffuse2shallow,33746770,12897531
COVIS-20180908T150407-diffuse1deep,2018-09-08 15:04:07,Ashes,diffuse1deep,33746982,9584551
COVIS-20180908T150632-diffuse1shallow,2018-09-08 15:06:32,Ashes,diffuse1shallow,33746890,12501948
COVIS-20180908T150800-diffuse3deep,2018-09-08 15:08:00,Ashes,diffuse3deep,33746835,9308559
COVIS-20180908T151025-diffuse3shallow,2018-09-08 15:10:25,Ashes,diffuse3shallow,33746857,12446526
COVIS-20180908T153002-imaging3,2018-09-08 15:30:02,Ashes,imaging3,1581020720,303190839
COVIS-20180908T160002-imaging1,2018-09-08 16:00:02,Ashes,imaging1,1581021292,343958052
COVIS-20180908T163002-imaging2,2018-09-08 16:30:02,Ashes,imaging2,1581021142,325108621
COVIS-20180908T170002-doppler2,2018-09-08 17:00:02,Ashes,doppler2,7349212517,769636737
COVIS-20180908T180002-diffuse2deep,2018-09-08 18:00:02,Ashes,diffuse2deep,33746737,9184558
COVIS-20180908T180239-diffuse2shallow,2018-09-08 18:02:39,Ashes,diffuse2shallow,33746764,12831675
COVIS-20180908T180407-diffuse1deep,2018-09-08 18:04:07,Ashes,diffuse1deep,33746987,9603616
COVIS-20180908T180628-diffuse1shallow,2018-09-08 18:06:28,Ashes,diffuse1shallow,33746894,12456115
COVIS-20180908T180755-diffuse3deep,2018-09-08 18:07:55,Ashes,diffuse3deep,33746834,9379441
COVIS-20180908T181016-diffuse3shallow,2018-09-08 18:10:16,Ashes,diffuse3shallow,33746851,12545454
COVIS-20180908T183001-imaging3,2018-09-08 18:30:01,Ashes,imaging3,1581020728,302636079
COVIS-20180908T190001-imaging1,2018-09-08 19:00:01,Ashes,imaging1,1581021288,331806646
COVIS-20180908T193001-imaging2,2018-09-08 19:30:01,Ashes,imaging2,1581021158,315690502
COVIS-20180908T200001-doppler2,2018-09-08 20:00:01,Ashes,doppler2,7500813994,749534622
COVIS-20180908T210002-diffuse2deep,2018-09-08 21:00:02,Ashes,diffuse2deep,32904694,8867743
COVIS-20180908T210240-diffuse2shallow,2018-09-08 21:02:40,Ashes,diffuse2shallow,33746755,12768393
COVIS-20180908T210410-diffuse1deep,2018-09-08 21:04:10,Ashes,diffuse1deep,33746807,9457820
COVIS-20180908T210631-diffuse1shallow,2018-09-08 21:06:31,Ashes,diffuse1shallow,33746868,12395026
COVIS-20180908T210759-diffuse3deep,2018-09-08 21:07:59,Ashes,diffuse3deep,33746847,9322005
COVIS-20180908T211025-diffuse3shallow,2018-09-08 21:10:25,Ashes,diffuse3shallow,33746838,12443052
COVIS-20180908T213002-imaging3,2018-09-08 21:30:02,Ashes,imaging3,1581020763,297172620
COVIS-20180908T220002-imaging1,2018-09-08 22:00:02,Ashes,imaging1,1581021264,331357282
COVIS-20180908T223002-imaging2,2018-09-08 22:30:02,Ashes,imaging2,1581021164,322622807
COVIS-20180908T230002-doppler2,2018-09-08 23:00:02,Ashes,doppler2,7652415486,798730645
COVIS-20180910T190002-imaging1,2018-09-10 19:00:02,Ashes,imaging1,1581020751,331199743
COVIS-20180910T193002-imaging2,2018-09-10 19:30:02,Ashes,imaging2,1581020843,336139865
COVIS-20180910T200002-doppler2,2018-09-10 20:00:02,Ashes,doppler2,7349212315,758801528
COVIS-20180910T210002-diffuse2deep,2018-09-10 21:00:02,Ashes,diffuse2deep,32904871,8953107
COVIS-20180910T210238-diffuse2shallow,2018-09-10 21:02:38,Ashes,diffuse2shallow,33746769,12788625
COVIS-20180910T210405-diffuse1deep,2018-09-10 21:04:05,Ashes,diffuse1deep,33746818,9437500
COVIS-20180910T210631-diffuse1shallow,2018-09-10 21:06:31,Ashes,diffuse1shallow,33746860,12396661
COVIS-20180910T210759-diffuse3deep,2018-09-10 21:07:59,Ashes,diffuse3deep,33746858,9272534
COVIS-20180910T211027-diffuse3shallow,2018-09-10 21:10:27,Ashes,diffuse3shallow,33746835,12499983
COVIS-20180910T213001-imaging3,2018-09-10 21:30:01,Ashes,imaging3,1581020748,302642695
COVIS-20180910T220002-imaging1,2018-09-10 22:00:02,Ashes,imaging1,1581021298,336850715
COVIS-20180910T223002-imaging2,2018-09-10 22:30:02,Ashes,imaging2,1581021153,319938534
COVIS-20180910T230002-doppler2,2018-09-10 23:00:02,Ashes,doppler2,7500814043,736004175
COVIS-20180911T000002-diffuse2deep,2018-09-11 00:00:02,Ashes,diffuse2deep,33746749,9141903
COVIS-20180911T000242-diffuse2shallow,2018-09-11 00:02:42,Ashes,diffuse2shallow,33746751,12718567
COVIS-20180911T000409-diffuse1deep,2018-09-11 00:04:09,Ashes,diffuse1deep,33746809,9467975
COVIS-20180911T000634-diffuse1shallow,2018-09-11 00:06:34,Ashes,diffuse1shallow,33746887,12366514
COVIS-20180911T000801-diffuse3deep,2018-09-11 00:08:01,Ashes,diffuse3deep,33746848,9222044
COVIS-20180911T001026-diffuse3shallow,2018-09-11 00:10:26,Ashes,diffuse3shallow,32904805,12102615
COVIS-20180911T003002-imaging3,2018-09-11 00:30:02,Ashes,imaging3,1581020733,306666180
COVIS-20180911T010002-imaging1,2018-09-11 01:00:02,Ashes,imaging1,1581021274,343223886
COVIS-20180911T013002-imaging2,2018-09-11 01:30:02,Ashes,imaging2,1577413168,318931103
COVIS-20180911T020002-doppler2,2018-09-11 02:00:02,Ashes,doppler2,7576614820,786245777
COVIS-20180911T030002-diffuse2deep,2018-09-11 03:00:02,Ashes,diffuse2deep,33746759,9347834
COVIS-20180911T030239-diffuse2shallow,2018-09-11 03:02:39,Ashes,diffuse2shallow,33746760,13054043
COVIS-20180911T030403-diffuse1deep,2018-09-11 03:04:03,Ashes,diffuse1deep,33746818,9702294
COVIS-20180911T030629-diffuse1shallow,2018-09-11 03:06:29,Ashes,diffuse1shallow,33746863,12689144
COVIS-20180911T030757-diffuse3deep,2018-09-11 03:07:57,Ashes,diffuse3deep,33746844,9329689
COVIS-20180911T031022-diffuse3shallow,2018-09-11 03:10:22,Ashes,diffuse3shallow,33746851,12645171
COVIS-20180911T033002-imaging3,2018-09-11 03:30:02,Ashes,imaging3,1581020741,317378845
COVIS-20180911T040002-imaging1,2018-09-11 04:00:02,Ashes,imaging1,1581021298,333194648
COVIS-20180911T043002-imaging2,2018-09-11 04:30:02,Ashes,imaging2,1581021170,327049396
COVIS-20180911T050002-doppler2,2018-09-11 05:00:02,Ashes,doppler2,7425013244,760543612
COVIS-20180911T060002-diffuse2deep,2018-09-11 06:00:02,Ashes,diffuse2deep,33746746,9293697
COVIS-20180911T060241-diffuse2shallow,2018-09-11 06:02:41,Ashes,diffuse2shallow,33746759,12740427
COVIS-20180911T060408-diffuse1deep,2018-09-11 06:04:08,Ashes,diffuse1deep,33746819,9614581
COVIS-20180911T060635-diffuse1shallow,2018-09-11 06:06:35,Ashes,diffuse1shallow,33746888,12502655
COVIS-20180911T060803-diffuse3deep,2018-09-11 06:08:03,Ashes,diffuse3deep,33746830,9388331
COVIS-20180911T061027-diffuse3shallow,2018-09-11 06:10:27,Ashes,diffuse3shallow,33746846,12345138
COVIS-20180911T063002-imaging3,2018-09-11 06:30:02,Ashes,imaging3,1581020731,305587013
COVIS-20180911T070002-imaging1,2018-09-11 07:00:02,Ashes,imaging1,1581021238,331633555
COVIS-20180911T073002-imaging2,2018-09-11 07:30:02,Ashes,imaging2,1581021151,317346944
COVIS-20180911T080002-doppler2,2018-09-11 08:00:02,Ashes,doppler2,7425013243,731394086
COVIS-20180911T090002-diffuse2deep,2018-09-11 09:00:02,Ashes,diffuse2deep,33746750,9235810
COVIS-20180911T090241-diffuse2shallow,2018-09-11 09:02:41,Ashes,diffuse2shallow,33746770,12711408
COVIS-20180911T090408-diffuse1deep,2018-09-11 09:04:08,Ashes,diffuse1deep,33746975,9346774
COVIS-20180911T090635-diffuse1shallow,2018-09-11 09:06:35,Ashes,diffuse1shallow,33746879,12302927
COVIS-20180911T090803-diffuse3deep,2018-09-11 09:08:03,Ashes,diffuse3deep,33746842,9192449
COVIS-20180911T091026-diffuse3shallow,2018-09-11 09:10:26,Ashes,diffuse3shallow,33746827,12289873
COVIS-20180911T093002-imaging3,2018-09-11 09:30:02,Ashes,imaging3,1581020738,298631128
COVIS-20180911T100002-imaging1,2018-09-11 10:00:02,Ashes,imaging1,1581021258,328859910
COVIS-20180911T103002-imaging2,2018-09-11 10:30:02,Ashes,imaging2,1581021184,326413803
COVIS-20180911T110002-doppler2,2018-09-11 11:00:02,Ashes,doppler2,7576614764,785239082
COVIS-20180911T120002-diffuse2deep,2018-09-11 12:00:02,Ashes,diffuse2deep,33746905,9187875
COVIS-20180911T120238-diffuse2shallow,2018-09-11 12:02:38,Ashes,diffuse2shallow,33746764,12857666
COVIS-20180911T120632-diffuse1shallow,2018-09-11 12:06:32,Ashes,diffuse1shallow,32904845,12154958
COVIS-20180911T120759-diffuse3deep,2018-09-11 12:07:59,Ashes,diffuse3deep,33746842,9301409
COVIS-20180911T121024-diffuse3shallow,2018-09-11 12:10:24,Ashes,diffuse3shallow,33746856,12492040
COVIS-20180911T123002-imaging3,2018-09-11 12:30:02,Ashes,imaging3,1581020732,301540227
COVIS-20180911T130002-imaging1,2018-09-11 13:00:02,Ashes,imaging1,1581021288,348667514
COVIS-20180911T133001-imaging2,2018-09-11 13:30:01,Ashes,imaging2,1581021150,331502671
COVIS-20180911T140001-doppler2,2018-09-11 14:00:01,Ashes,doppler2,7500813871,809353686
COVIS-20180911T150002-diffuse2deep,2018-09-11 15:00:02,Ashes,diffuse2deep,33746749,9335980
COVIS-20180911T150239-diffuse2shallow,2018-09-11 15:02:39,Ashes,diffuse2shallow,32904718,12526084
COVIS-20180911T150406-diffuse1deep,2018-09-11 15:04:06,Ashes,diffuse1deep,33746827,9618574
COVIS-20180911T150632-diffuse1shallow,2018-09-11 15:06:32,Ashes,diffuse1shallow,33746881,12799674
COVIS-20180911T150800-diffuse3deep,2018-09-11 15:08:00,Ashes,diffuse3deep,33746837,9572801
COVIS-20180911T151024-diffuse3shallow,2018-09-11 15:10:24,Ashes,diffuse3shallow,33746841,12723092
COVIS-20180911T153002-imaging3,2018-09-11 15:30:02,Ashes,imaging3,1581020732,311931886
COVIS-20180911T160002-imaging1,2018-09-11 16:00:02,Ashes,imaging1,1581021273,340935454
COVIS-20180911T163002-imaging2,2018-09-11 16:30:02,Ashes,imaging2,1581021148,331204662
COVIS-20180911T170002-doppler2,2018-09-11 17:00:02,Ashes,doppler2,7500813951,786613352
COVIS-20180911T180002-diffuse2deep,2018-09-11 18:00:02,Ashes,diffuse2deep,33746751,9173051
COVIS-20180911T180237-diffuse2shallow,2018-09-11 18:02:37,Ashes,diffuse2shallow,33746761,12752425
COVIS-20180911T180405-diffuse1deep,2018-09-11 18:04:05,Ashes,diffuse1deep,33746980,9511586
COVIS-20180911T180631-diffuse1shallow,2018-09-11 18:06:31,Ashes,diffuse1shallow,33746878,12405688
COVIS-20180911T180757-diffuse3deep,2018-09-11 18:07:57,Ashes,diffuse3deep,33746845,9330307
COVIS-20180911T181021-diffuse3shallow,2018-09-11 18:10:21,Ashes,diffuse3shallow,33746838,12432538
COVIS-20180911T183001-imaging3,2018-09-11 18:30:01,Ashes,imaging3,1581020759,305068706
COVIS-20180911T190002-imaging1,2018-09-11 19:00:02,Ashes,imaging1,1581021282,326641944
COVIS-20180911T193002-imaging2,2018-09-11 19:30:02,Ashes,imaging2,1581021150,308714173
COVIS-20180911T200002-doppler2,2018-09-11 20:00:02,Ashes,doppler2,7500814037,731903311
COVIS-20180911T210002-diffuse2deep,2018-09-11 21:00:02,Ashes,diffuse2deep,33746746,9261100
COVIS-20180911T210239-diffuse2shallow,2018-09-11 21:02:39,Ashes,diffuse2shallow,33746770,12748769
COVIS-20180911T210407-diffuse1deep,2018-09-11 21:04:07,Ashes,diffuse1deep,33746815,9574368
COVIS-20180911T210634-diffuse1shallow,2018-09-11 21:06:34,Ashes,diffuse1shallow,33746880,12532488
COVIS-20180911T210801-diffuse3deep,2018-09-11 21:08:01,Ashes,diffuse3deep,33746819,9435570
COVIS-20180911T211027-diffuse3shallow,2018-09-11 21:10:27,Ashes,diffuse3shallow,33746840,12514850
COVIS-20180911T213002-imaging3,2018-09-11 21:30:02,Ashes,imaging3,1581020724,300577392
COVIS-20180911T220002-imaging1,2018-09-11 22:00:02,Ashes,imaging1,1581021250,322413242
COVIS-20180911T223002-imaging2,2018-09-11 22:30:02,Ashes,imaging2,1581021142,319490791
COVIS-20180911T230002-doppler2,2018-09-11 23:00:02,Ashes,doppler2,7388588176,596593183
COVIS-20180912T000002-diffuse2deep,2018-09-12 00:00:02,Ashes,diffuse2deep,33746750,9171781
COVIS-20180912T000240-diffuse2shallow,2018-09-12 00:02:40,Ashes,diffuse2shallow,33746760,12794016
COVIS-20180912T000406-diffuse1deep,2018-09-12 00:04:06,Ashes,diffuse1deep,33746829,9560831
COVIS-20180912T000633-diffuse1shallow,2018-09-12 00:06:33,Ashes,diffuse1shallow,33746873,12525444
COVIS-20180912T000759-diffuse3deep,2018-09-12 00:07:59,Ashes,diffuse3deep,33746840,9260703
COVIS-20180912T001024-diffuse3shallow,2018-09-12 00:10:24,Ashes,diffuse3shallow,33746827,12393644
COVIS-20180912T003002-imaging3,2018-09-12 00:30:02,Ashes,imaging3,1581020735,306067194
COVIS-20180912T010002-imaging1,2018-09-12 01:00:02,Ashes,imaging1,1581021267,335455417
COVIS-20180912T013002-imaging2,2018-09-12 01:30:02,Ashes,imaging2,1581021177,344208301
COVIS-20180912T020002-doppler2,2018-09-12 02:00:02,Ashes,doppler2,7500813967,820580872
COVIS-20180912T030002-diffuse2deep,2018-09-12 03:00:02,Ashes,diffuse2deep,33746737,9347700
COVIS-20180912T030240-diffuse2shallow,2018-09-12 03:02:40,Ashes,diffuse2shallow,33746739,13092341
COVIS-20180912T030637-diffuse1shallow,2018-09-12 03:06:37,Ashes,diffuse1shallow,33746874,12640993
COVIS-20180912T030803-diffuse3deep,2018-09-12 03:08:03,Ashes,diffuse3deep,33746830,9523111
COVIS-20180912T031028-diffuse3shallow,2018-09-12 03:10:28,Ashes,diffuse3shallow,33746841,12744888
COVIS-20180912T033002-imaging3,2018-09-12 03:30:02,Ashes,imaging3,1581020711,322731664
COVIS-20180912T040002-imaging1,2018-09-12 04:00:02,Ashes,imaging1,1581021273,340192062
COVIS-20180912T043002-imaging2,2018-09-12 04:30:02,Ashes,imaging2,1581021147,318506355
COVIS-20180912T050002-doppler2,2018-09-12 05:00:02,Ashes,doppler2,7349212419,780990957
COVIS-20180912T060002-diffuse2deep,2018-09-12 06:00:02,Ashes,diffuse2deep,33746747,9261056
COVIS-20180912T060238-diffuse2shallow,2018-09-12 06:02:38,Ashes,diffuse2shallow,33746762,12830230
COVIS-20180912T060406-diffuse1deep,2018-09-12 06:04:06,Ashes,diffuse1deep,33746817,9548010
COVIS-20180912T060632-diffuse1shallow,2018-09-12 06:06:32,Ashes,diffuse1shallow,33746878,12550670
COVIS-20180912T060759-diffuse3deep,2018-09-12 06:07:59,Ashes,diffuse3deep,33746834,9366028
COVIS-20180912T061024-diffuse3shallow,2018-09-12 06:10:24,Ashes,diffuse3shallow,33746842,12360512
COVIS-20180912T063002-imaging3,2018-09-12 06:30:02,Ashes,imaging3,1581020684,314851992
COVIS-20180912T070002-imaging1,2018-09-12 07:00:02,Ashes,imaging1,1581021264,330552584
COVIS-20180912T073002-imaging2,2018-09-12 07:30:02,Ashes,imaging2,1581021153,324452565
COVIS-20180912T080002-doppler2,2018-09-12 08:00:02,Ashes,doppler2,7500813934,805147113
COVIS-20180912T090001-diffuse2deep,2018-09-12 09:00:01,Ashes,diffuse2deep,33746759,9141258
COVIS-20180912T090240-diffuse2shallow,2018-09-12 09:02:40,Ashes,diffuse2shallow,33746773,12738816
COVIS-20180912T090407-diffuse1deep,2018-09-12 09:04:07,Ashes,diffuse1deep,33746818,9450538
COVIS-20180912T090634-diffuse1shallow,2018-09-12 09:06:34,Ashes,diffuse1shallow,33746864,12535955
COVIS-20180912T090801-diffuse3deep,2018-09-12 09:08:01,Ashes,diffuse3deep,33746848,9243581
COVIS-20180912T091027-diffuse3shallow,2018-09-12 09:10:27,Ashes,diffuse3shallow,33746842,12472999
COVIS-20180912T093001-imaging3,2018-09-12 09:30:01,Ashes,imaging3,1581020717,299987511
COVIS-20180912T100001-imaging1,2018-09-12 10:00:01,Ashes,imaging1,1581021292,332043123
COVIS-20180912T103001-imaging2,2018-09-12 10:30:01,Ashes,imaging2,1581021141,326562124
COVIS-20180912T110001-doppler2,2018-09-12 11:00:01,Ashes,doppler2,7619368957,706997453
COVIS-20180912T120002-diffuse2deep,2018-09-12 12:00:02,Ashes,diffuse2deep,33746760,9340794
COVIS-20180912T120236-diffuse2shallow,2018-09-12 12:02:36,Ashes,diffuse2shallow,33746769,13073516
COVIS-20180912T120404-diffuse1deep,2018-09-12 12:04:04,Ashes,diffuse1deep,33746827,9745692
COVIS-20180912T120630-diffuse1shallow,2018-09-12 12:06:30,Ashes,diffuse1shallow,33746893,12764498
COVIS-20180912T120756-diffuse3deep,2018-09-12 12:07:56,Ashes,diffuse3deep,33746845,9402817
COVIS-20180912T121022-diffuse3shallow,2018-09-12 12:10:22,Ashes,diffuse3shallow,33746834,12743090
COVIS-20180912T123002-imaging3,2018-09-12 12:30:02,Ashes,imaging3,1581020745,323546219
COVIS-20180912T130002-imaging1,2018-09-12 13:00:02,Ashes,imaging1,1581021258,344524728
COVIS-20180912T133002-imaging2,2018-09-12 13:30:02,Ashes,imaging2,1581021128,321708773
COVIS-20180912T140002-doppler2,2018-09-12 14:00:02,Ashes,doppler2,7500813923,798182036
COVIS-20180912T150002-diffuse2deep,2018-09-12 15:00:02,Ashes,diffuse2deep,33746749,9483958
COVIS-20180912T150239-diffuse2shallow,2018-09-12 15:02:39,Ashes,diffuse2shallow,33746767,13061297
COVIS-20180912T150405-diffuse1deep,2018-09-12 15:04:05,Ashes,diffuse1deep,33746825,9812979
COVIS-20180912T150631-diffuse1shallow,2018-09-12 15:06:31,Ashes,diffuse1shallow,33746884,12538698
COVIS-20180912T150758-diffuse3deep,2018-09-12 15:07:58,Ashes,diffuse3deep,33746834,9320252
COVIS-20180912T151024-diffuse3shallow,2018-09-12 15:10:24,Ashes,diffuse3shallow,33746834,12378726
COVIS-20180912T153001-imaging3,2018-09-12 15:30:01,Ashes,imaging3,1581020752,305287766
COVIS-20180912T160002-imaging1,2018-09-12 16:00:02,Ashes,imaging1,1581021265,342616678
COVIS-20180912T163002-imaging2,2018-09-12 16:30:02,Ashes,imaging2,1581021143,326045611
COVIS-20180912T170002-doppler2,2018-09-12 17:00:02,Ashes,doppler2,7497205870,783795157
COVIS-20180912T180002-diffuse2deep,2018-09-12 18:00:02,Ashes,diffuse2deep,33746744,9379921
COVIS-20180912T180240-diffuse2shallow,2018-09-12 18:02:40,Ashes,diffuse2shallow,33746772,12998863
COVIS-20180912T180408-diffuse1deep,2018-09-12 18:04:08,Ashes,diffuse1deep,33746827,9731140
COVIS-20180912T180634-diffuse1shallow,2018-09-12 18:06:34,Ashes,diffuse1shallow,33746884,12700658
COVIS-20180912T180801-diffuse3deep,2018-09-12 18:08:01,Ashes,diffuse3deep,33746842,9337470
COVIS-20180912T181025-diffuse3shallow,2018-09-12 18:10:25,Ashes,diffuse3shallow,33746836,12407185
COVIS-20180912T183002-imaging3,2018-09-12 18:30:02,Ashes,imaging3,1581020724,300320227
COVIS-20180912T190002-imaging1,2018-09-12 19:00:02,Ashes,imaging1,1581021256,337288885
COVIS-20180912T193001-imaging2,2018-09-12 19:30:01,Ashes,imaging2,1581021131,323129661
COVIS-20180912T200002-doppler2,2018-09-12 20:00:02,Ashes,doppler2,7500814043,772886257
COVIS-20180912T210002-diffuse2deep,2018-09-12 21:00:02,Ashes,diffuse2deep,33746740,9337894
COVIS-20180912T210242-diffuse2shallow,2018-09-12 21:02:42,Ashes,diffuse2shallow,33746766,13025874
COVIS-20180912T210409-diffuse1deep,2018-09-12 21:04:09,Ashes,diffuse1deep,33746821,9615971
COVIS-20180912T210635-diffuse1shallow,2018-09-12 21:06:35,Ashes,diffuse1shallow,33746884,12538232
COVIS-20180912T210803-diffuse3deep,2018-09-12 21:08:03,Ashes,diffuse3deep,33746846,9320606
COVIS-20180912T211028-diffuse3shallow,2018-09-12 21:10:28,Ashes,diffuse3shallow,33746840,12367452
COVIS-20180912T213002-imaging3,2018-09-12 21:30:02,Ashes,imaging3,1581020726,304464319
COVIS-20180912T220001-imaging1,2018-09-12 22:00:01,Ashes,imaging1,1581021277,328724502
COVIS-20180912T223001-imaging2,2018-09-12 22:30:01,Ashes,imaging2,1581021178,322659469
COVIS-20180912T230001-doppler2,2018-09-12 23:00:01,Ashes,doppler2,7500813939,775402534
COVIS-20180913T000002-diffuse2deep,2018-09-13 00:00:02,Ashes,diffuse2deep,33746743,9120862
COVIS-20180913T000238-diffuse2shallow,2018-09-13 00:02:38,Ashes,diffuse2shallow,33746752,12806591
COVIS-20180913T000406-diffuse1deep,2018-09-13 00:04:06,Ashes,diffuse1deep,33746822,9477450
COVIS-20180913T000632-diffuse1shallow,2018-09-13 00:06:32,Ashes,diffuse1shallow,33746875,12451326
COVIS-20180913T000754-diffuse3deep,2018-09-13 00:07:54,Ashes,diffuse3deep,33746840,9355875
COVIS-20180913T001019-diffuse3shallow,2018-09-13 00:10:19,Ashes,diffuse3shallow,33746838,12454361
COVIS-20180913T003002-imaging3,2018-09-13 00:30:02,Ashes,imaging3,1581020731,294887282
COVIS-20180913T010002-imaging1,2018-09-13 01:00:02,Ashes,imaging1,1581021289,339200097
COVIS-20180913T013002-imaging2,2018-09-13 01:30:02,Ashes,imaging2,1581021138,329315829
COVIS-20180913T020002-doppler2,2018-09-13 02:00:02,Ashes,doppler2,7425013189,766319164
COVIS-20180913T030002-diffuse2deep,2018-09-13 03:00:02,Ashes,diffuse2deep,33746735,9430965
COVIS-20180913T030239-diffuse2shallow,2018-09-13 03:02:39,Ashes,diffuse2shallow,33746757,13100920
COVIS-20180913T030406-diffuse1deep,2018-09-13 03:04:06,Ashes,diffuse1deep,33746821,9844964
COVIS-20180913T030628-diffuse1shallow,2018-09-13 03:06:28,Ashes,diffuse1shallow,33746880,12906219
COVIS-20180913T030754-diffuse3deep,2018-09-13 03:07:54,Ashes,diffuse3deep,33746825,9435970
COVIS-20180913T031013-diffuse3shallow,2018-09-13 03:10:13,Ashes,diffuse3shallow,33746852,12507569
COVIS-20180913T033002-imaging3,2018-09-13 03:30:02,Ashes,imaging3,1581020741,309935699
COVIS-20180913T040002-imaging1,2018-09-13 04:00:02,Ashes,imaging1,1581021294,341624115
COVIS-20180913T043002-imaging2,2018-09-13 04:30:02,Ashes,imaging2,1581021152,318602027
COVIS-20180913T050002-doppler2,2018-09-13 05:00:02,Ashes,doppler2,7500814021,797697033
COVIS-20180913T060002-diffuse2deep,2018-09-13 06:00:02,Ashes,diffuse2deep,33746757,9462844
COVIS-20180913T060238-diffuse2shallow,2018-09-13 06:02:38,Ashes,diffuse2shallow,33746769,13009702
COVIS-20180913T060406-diffuse1deep,2018-09-13 06:04:06,Ashes,diffuse1deep,33746816,9735914
COVIS-20180913T060633-diffuse1shallow,2018-09-13 06:06:33,Ashes,diffuse1shallow,33747036,12809808
COVIS-20180913T060800-diffuse3deep,2018-09-13 06:08:00,Ashes,diffuse3deep,33746837,9480871
COVIS-20180913T061025-diffuse3shallow,2018-09-13 06:10:25,Ashes,diffuse3shallow,33746847,12724688
COVIS-20180913T063002-imaging3,2018-09-13 06:30:02,Ashes,imaging3,1581020735,300794280
COVIS-20180913T070002-imaging1,2018-09-13 07:00:02,Ashes,imaging1,1581021285,333980338
COVIS-20180913T073002-imaging2,2018-09-13 07:30:02,Ashes,imaging2,1581021152,338439950
COVIS-20180913T080002-doppler2,2018-09-13 08:00:02,Ashes,doppler2,7349212457,795368370
COVIS-20180913T090001-diffuse2deep,2018-09-13 09:00:01,Ashes,diffuse2deep,33746751,9590743
COVIS-20180913T090238-diffuse2shallow,2018-09-13 09:02:38,Ashes,diffuse2shallow,33746753,12953271
COVIS-20180913T090402-diffuse1deep,2018-09-13 09:04:02,Ashes,diffuse1deep,33746831,9550382
COVIS-20180913T090629-diffuse1shallow,2018-09-13 09:06:29,Ashes,diffuse1shallow,33746890,12599526
COVIS-20180913T090756-diffuse3deep,2018-09-13 09:07:56,Ashes,diffuse3deep,33746844,9335638
COVIS-20180913T091021-diffuse3shallow,2018-09-13 09:10:21,Ashes,diffuse3shallow,33746849,12581554
COVIS-20180913T093001-imaging3,2018-09-13 09:30:01,Ashes,imaging3,1581020727,311192299
